"","index","Job Title","Rating","Company Name","Location","Headquarters","Size","Founded","Type of ownership","Industry","Sector","Revenue","Competitors","Hourly","Employer provided","Lower Salary","Upper Salary","AvgSalary","company_txt","Job Location","Age","Python","spark","aws","excel","sql","sas","keras","pytorch","scikit","tensor","hadoop","tableau","bi","flink","mongo","google_an","seniority_by_title","Degree","COL","AdjustedSalary"
"640",817,"Data Analyst",3.4,"DESC
3.4","Seattle, WA","Seattle, WA","501 - 1000",1979,"Nonprofit Organization","Social Assistance","Non-Profit","$25 to $50 million (USD)",NA,0,0,32,57,44.5,"DESC","WA",42,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",124.6,357.142857142857
"641",818,"Data Analyst",3.3,"Johns Hopkins Health Care
3.3","Glen Burnie, MD","Baltimore, MD","1001 - 5000",1889,"Company - Private","Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)","MedStar Health, University of Maryland Medical Center, LifeBridge Health",0,0,79,136,107.5,"Johns Hopkins Health Care","MD",132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"sr","M",129.7,828.835774865073
"642",819,"Other Scientist",NA,"Kronos Bio","Cambridge, MA","San Mateo, CA","unknown",2017,"Company - Private",NA,"Biotech & Pharmaceuticals","Unknown / Non-Applicable",NA,0,1,120,145,132.5,"Kronos Bi","MA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sr","P",131.6,1006.83890577508
"643",820,"Data Analyst",3.7,"Community Behavioral Health
3.7","Philadelphia, PA","Phila, PA","201 - 500",1994,"Company - Private","Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)",NA,0,0,50,89,69.5,"Community Behavioral Health","PA",27,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"sr","na",103.4,672.147001934236
"644",821,"Data Engineer",3.5,"Western Digital
3.5","Milpitas, CA","San Jose, CA","10000+",1970,"Company - Public","Computer Hardware & Software","Information Technology","$10+ billion (USD)","Seagate Technology, Toshiba",0,0,68,129,98.5,"Western Digital","CA",51,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"sr","na",151.7,649.307844429796
"645",822,"Other Scientist",2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD","201 - 500",1961,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$25 to $50 million (USD)",NA,0,0,48,113,80.5,"Advanced BioScience Laboratories","MD",60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",129.7,620.663068619892
"646",823,"Other Scientist",3.8,"FORMA THERAPEUTICS
3.8","Watertown, MA","Watertown, MA","51 - 200",2008,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10 to $25 million (USD)",NA,1,0,56,97,76.5,"FORMA THERAPEUTICS","MA",13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",131.6,581.306990881459
"647",824,"Other Scientist",3.7,"Raytheon
3.7","Cambridge, MD","Waltham, MA","10000+",1922,"Company - Public","Aerospace & Defense","Aerospace & Defense","$10+ billion (USD)",NA,0,0,74,124,99,"Raytheon","MD",99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",129.7,763.299922898998
"648",825,"Data Scientist",3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA","501 - 1000",2008,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$50 to $100 million (USD)",NA,0,0,68,125,96.5,"Agios Pharmaceuticals","MA",13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",131.6,733.282674772037
"649",826,"Data Scientist",3.3,"Liberty Mutual Insurance
3.3","Boston, MA","Boston, MA","10000+",1912,"Company - Private","Insurance Carriers","Insurance","$10+ billion (USD)","Travelers, Allstate, State Farm",0,0,39,67,53,"Liberty Mutual Insurance","MA",109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","M",132.6,399.698340874811
"650",827,"Data Engineer",2.7,"Bridg
2.7","Los Angeles, CA","Los Angeles, CA","1 - 50",2011,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",NA,0,0,71,135,103,"Bridg","CA",10,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"sr","na",140.6,732.574679943101
"651",828,"Data Scientist",3.8,"Bill.com
3.8","Palo Alto, CA","Palo Alto, CA","501 - 1000",2006,"Company - Public","Financial Transaction Processing","Finance","$50 to $100 million (USD)",NA,0,0,107,172,139.5,"Bill.com","CA",15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"sr","M",151.7,919.578114700066
"652",829,"Data Scientist",3.8,"Pacific Northwest National Laboratory
3.8","Richland, WA","Richland, WA","1001 - 5000",1965,"Government","Energy","Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,49,85,67,"Pacific Northwest National Laboratory","WA",56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"na","M",110.7,605.239385727191
"653",830,"Data Analyst",3,"Infosys
3.0","Hartford, CT","Bengaluru, India","10000+",1981,"Company - Public","IT Services","Information Technology","$10+ billion (USD)","Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,0,54,71,62.5,"Infosys","CT",40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",104.8,596.374045801527
"654",831,"Other Scientist",3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom","10000+",1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Roche, GlaxoSmithKline, Novartis",0,0,61,123,92,"AstraZeneca","MD",108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",129.7,709.329221279877
"655",832,"Data Analyst",3.6,"AXION Healthcare Solutions
3.6","New York, NY","New York, NY","1 - 50",1980,"Company - Private","Health Care Services & Hospitals","Health Care","$10 to $25 million (USD)","The Execu|Search Group, Prime Staffing",0,0,47,85,66,"AXION Healthcare Solutions","NY",41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",128,515.625
"656",836,"Data Engineer",3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA","501 - 1000",2013,"Company - Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable",NA,0,0,65,124,94.5,"Alignment Healthcare","CA",8,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"na","M",151.7,622.940013183916
"657",837,"Data Scientist",3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ","1001 - 5000",1989,"Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable",NA,0,0,87,141,114,"TRANZACT","NJ",32,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,"na","na",125.1,911.270983213429
"658",838,"Data Scientist",4.2,"ExecOnline
4.2","New York, NY","New York, NY","51 - 200",2012,"Company - Private","Education Training Services","Education","Unknown / Non-Applicable","Harvard Business School, Coursera, edX",0,0,56,95,75.5,"ExecOnline","NY",9,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"na","na",128,589.84375
"659",839,"Data Scientist",3.5,"Charter Spectrum
3.5","Maryland Heights, MO","North Salt Lake, UT","1 - 50",NA,"School / School District","K-12 Education","Education","$5 to $10 million (USD)",NA,0,0,71,121,96,"Charter Spectrum","MO",NA,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"na","P",87.1,1102.18140068886
"660",840,"Machine Learning Engineer",4,"Mteq
4.0","Fort Belvoir, VA","Lorton, VA","501 - 1000",1954,"Company - Public","Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)","Harris, Fibertek",0,0,62,112,87,"Mteq","VA",67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",100.7,863.95233366435
"661",841,"Data Scientist",3.7,"Brillient
3.7","Silver Spring, MD","Reston, VA","201 - 500",2006,"Company - Private","IT Services","Information Technology","$25 to $50 million (USD)",NA,0,0,64,108,86,"Brillient","MD",15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"na","M",129.7,663.068619892059
"662",845,"Data Scientist",4.4,"Entefy
4.4","Palo Alto, CA","Palo Alto, CA","1 - 50",2012,"Company - Private","Internet","Information Technology","Unknown / Non-Applicable",NA,0,0,89,144,116.5,"Entefy","CA",9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"sr","M",151.7,767.963085036256
"663",848,"Other Scientist",3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA","1001 - 5000",2010,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$1 to $2 billion (USD)","Shire, GlaxoSmithKline, Allergan",0,0,109,200,154.5,"Sunovion","MA",11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"sr","P",131.6,1174.01215805471
"664",851,"Data Analyst",3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA","1001 - 5000",1986,"Company - Private","Gambling","Arts, Entertainment & Recreation","$100 to $500 million (USD)",NA,0,0,35,62,48.5,"San Manuel Casino","CA",35,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,"na","M",151.7,319.709953856295
"665",852,"Machine Learning Engineer",3.7,"Cboe Global Markets
3.7","Lenexa, KS","Chicago, IL","501 - 1000",1973,"Company - Public","Stock Exchanges","Finance","$500 million to $1 billion (USD)",NA,0,0,61,113,87,"Cboe Global Markets","KS",48,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"na","na",89,977.52808988764
"666",853,"Data Engineer",3.4,"Trace3
3.4","Houston, TX","Irvine, CA","501 - 1000",2002,"Company - Private","IT Services","Information Technology","$1 to $2 billion (USD)","World Wide Technology, Presidio, Optiv",0,0,55,105,80,"Trace3","TX",19,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"na","na",95.8,835.073068893528
"667",854,"Other Scientist",4,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX","1001 - 5000",1977,"Hospital","Health Care Services & Hospitals","Health Care","$50 to $100 million (USD)",NA,1,0,37,52,44.5,"Texas Health Huguley Hospital","TX",44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",91.5,486.338797814208
"668",855,"Data Scientist",3.7,"Northrop Grumman
3.7","San Jose, CA","Falls Church, VA","10000+",1939,"Company - Public","Aerospace & Defense","Aerospace & Defense","$10+ billion (USD)",NA,0,0,135,211,173,"Northrop Grumman","CA",82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sr","M",173.5,997.118155619597
"669",856,"Other Scientist",2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX","501 - 1000",NA,"Company - Private","Food & Beverage Manufacturing","Manufacturing","$100 to $500 million (USD)",NA,0,0,39,66,52.5,"Teasdale Latin Foods","IL",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",94.5,555.555555555556
"670",857,"Data Engineer",3.5,"Saama Technologies Inc
3.5","Phoenix, AZ","Campbell, CA","501 - 1000",1997,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Accenture, Deloitte, IBM",0,0,57,80,68.5,"Saama Technologies Inc","AZ",24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",104.3,656.759348034516
"671",858,"Other Scientist",3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom","10000+",1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Roche, GlaxoSmithKline, Novartis",0,0,63,127,95,"AstraZeneca","MD",108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sr","P",129.7,732.459521973786
"672",859,"Data Scientist",3.2,"MITRE
3.2","Bedford, MA","Bedford, MA","5001 - 10000",1958,"Nonprofit Organization","Federal Agencies","Government","$1 to $2 billion (USD)","Battelle, General Atomics, SAIC",0,0,50,89,69.5,"MITRE","MA",63,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,"na","na",131.6,528.115501519757
"673",860,"Data Scientist",4.4,"The David J. Joseph Company
4.4","Cincinnati, OH","Cincinnati, OH","201 - 500",1885,"Subsidiary or Business Segment","Metals Brokers","Mining & Metals","Unknown / Non-Applicable",NA,0,0,82,132,107,"The David J. Joseph Company","OH",136,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,"sr","M",92.4,1158.00865800866
"674",861,"Data Scientist",3.9,"The Buffalo Group
3.9","Charlottesville, VA","Reston, VA","501 - 1000",2010,"Company - Private","IT Services","Information Technology","$100 to $500 million (USD)","ManTech, Booz Allen Hamilton, Leidos",0,0,85,139,112,"The Buffalo Group","VA",11,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"sr","M",102.1,1096.96376101861
"675",863,"Data Scientist",3.4,"CompQsoft
3.4","Washington, DC","Houston, TX","51 - 200",1997,"Company - Private","Consulting","Business Services","$10 to $25 million (USD)",NA,0,0,72,121,96.5,"CompQsoft","DC",24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"na","M",120.1,803.497085761865
"676",864,"Other Scientist",2.1,"Cerus Corporation
2.1","Concord, CA","Concord, CA","201 - 500",NA,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$25 to $50 million (USD)",NA,0,0,74,149,111.5,"Cerus Corporation","CA",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","P",151.7,735.003295978906
"677",866,"Data Engineer",3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan","10000+",1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Novartis, Baxter, Pfizer",0,0,113,196,154.5,"Takeda Pharmaceuticals","MA",240,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,"na","M",131.6,1174.01215805471
"678",867,"Data Scientist",3.4,"Remedy BPCI Partners, LLC.
3.4","New York, NY","Norwalk, CT","201 - 500",2011,"Company - Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable","Healthfirst (New York), naviHealth",0,0,69,121,95,"Remedy BPCI Partners, LLC.","NY",10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"na","na",128,742.1875
"679",868,"Data Scientist",4,"Strategic Financial Solutions
4.0","New York, NY","New York, NY","501 - 1000",2007,"Company - Private","Consumer Product Rental","Consumer Services","Unknown / Non-Applicable","National Debt Relief, Freedom Financial Network",0,0,71,124,97.5,"Strategic Financial Solutions","NY",14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",128,761.71875
"680",869,"Data Scientist",4.4,"Maven Wave Partners
4.4","Chicago, IL","Chicago, IL","201 - 500",2008,"Company - Private","Consulting","Business Services","$50 to $100 million (USD)",NA,0,0,97,160,128.5,"Maven Wave Partners","IL",13,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,"sr","na",100.1,1283.71628371628
"681",870,"Machine Learning Engineer",2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA","501 - 1000",1984,"College / University","Colleges & Universities","Education","Unknown / Non-Applicable",NA,0,0,81,167,124,"Software Engineering Institute","PA",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sr","P",93.1,1331.90118152524
"682",871,"Data Scientist",3.2,"The Climate Corporation
3.2","San Francisco, CA","San Francisco, CA","501 - 1000",2006,"Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","Granular, Intuit, John Deere",0,0,150,238,194,"The Climate Corporation","CA",15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sr","na",178.6,1086.22620380739
"683",875,"Other Scientist",3.7,"Vail Health
3.7","Vail, CO","Vail, CO","501 - 1000",1966,"Hospital","Health Care Services & Hospitals","Health Care","$100 to $500 million (USD)",NA,1,0,49,81,65,"Vail Health","CO",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",105.6,615.530303030303
"684",877,"Data Analyst",4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT","Salt Lake City, UT","10000+",1830,"Nonprofit Organization","Religious Organizations","Non-Profit","Unknown / Non-Applicable",NA,0,0,35,65,50,"The Church of Jesus Christ of Latter-day Saints","UT",91,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",105.9,472.143531633617
"685",878,"Data Scientist",3.5,"Crossix Solutions
3.5","New York, NY","New York, NY","201 - 500",2005,"Company - Public","Advertising & Marketing","Business Services","Unknown / Non-Applicable",NA,0,0,77,132,104.5,"Crossix Solutions","NY",16,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","M",128,816.40625
"686",879,"Data Scientist",4.3,"Solugenix Corporation
4.3","Phoenix, AZ","Brea, CA","201 - 500",1969,"Company - Private","IT Services","Information Technology","$50 to $100 million (USD)",NA,0,0,51,88,69.5,"Solugenix Corporation","AZ",52,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,"na","na",104.3,666.347075743049
"687",880,"Data Scientist",2.6,"West Coast University
2.6","Irvine, CA","Irvine, CA","10000+",1997,"Company - Private","Colleges & Universities","Education","Unknown / Non-Applicable",NA,0,0,101,141,121,"West Coast University","CA",24,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,"na","M",151.7,797.626895187871
"688",881,"Data Engineer",4.2,"Clarity Insights
4.2","Charlotte, NC","Chicago, IL","201 - 500",2008,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable",NA,0,0,59,112,85.5,"Clarity Insights","NC",13,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"na","na",97.9,873.340143003064
"689",883,"Data Engineer",3.1,"NCSOFT
3.1","Aliso Viejo, CA","Seoul, South Korea","1001 - 5000",1997,"Company - Public","Video Games","Media","$10+ billion (USD)","Blizzard Entertainment, Riot Games, Electronic Arts",0,0,79,147,113,"NCSOFT","CA",24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"na","na",151.7,744.891232696111
"690",884,"Data Scientist",3.8,"SoftBank Robotics
3.8","San Francisco, CA","Paris, France","201 - 500",2005,"Subsidiary or Business Segment","Consumer Products Manufacturing","Manufacturing","$25 to $50 million (USD)",NA,0,0,79,127,103,"SoftBank Robotics","CA",16,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,"na","M",178.6,576.707726763718
"691",886,"Other Scientist",3.9,"GSK
3.9","Cambridge, MA","Brentford, United Kingdom","10000+",1830,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Pfizer, AstraZeneca, Merck",0,0,62,119,90.5,"GSK","MA",191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","M",131.6,687.689969604863
"692",887,"Data Scientist",4.3,"Factual
4.3","Los Angeles, CA","Los Angeles, CA","51 - 200",2008,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","Foursquare",0,0,119,187,153,"Factual","CA",13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"sr","na",140.6,1088.19345661451
"693",892,"Data Scientist",3.2,"MITRE
3.2","McLean, VA","Bedford, MA","5001 - 10000",1958,"Nonprofit Organization","Federal Agencies","Government","$1 to $2 billion (USD)","Battelle, General Atomics, SAIC",0,0,81,132,106.5,"MITRE","VA",63,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,"jr","na",100.7,1057.59682224429
"694",893,"Data Scientist",5,"SkySync
5.0","Ann Arbor, MI","Ann Arbor, MI","51 - 200",2011,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable",NA,0,1,120,140,130,"SkySync","MI",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"sr","M",99.3,1309.1641490433
"695",895,"Data Analyst",3.3,"TriNet
3.3","Dublin, CA","Dublin, CA","1001 - 5000",1988,"Company - Public","Consulting","Business Services","$2 to $5 billion (USD)","Paychex, Insperity, ADP",0,0,90,157,123.5,"TriNet","CA",33,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,"na","M",151.7,814.106789716546
"696",896,"Data Engineer",4.3,"Medidata Solutions
4.3","New York, NY","New York, NY","1001 - 5000",1999,"Company - Public","Enterprise Software & Network Solutions","Information Technology","$500 million to $1 billion (USD)","Oracle",0,0,63,110,86.5,"Medidata Solutions","NY",22,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","M",128,675.78125
"697",897,"Data Scientist",3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA","Scotts Valley, CA","501 - 1000",1996,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)",NA,0,0,42,86,64,"Central California Alliance for Health","CA",25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"na","na",151.7,421.88529993408
"698",898,"Data Analyst",3.9,"Signpost
3.9","New York, NY","New York, NY","201 - 500",2010,"Company - Private","Internet","Information Technology","$10 to $25 million (USD)",NA,0,0,32,62,47,"Signpost","NY",11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"sr","na",128,367.1875
"699",899,"Data Scientist",4,"Adobe
4.0","San Jose, CA","San Jose, CA","10000+",1982,"Company - Public","Computer Hardware & Software","Information Technology","$5 to $10 billion (USD)","Apple, Microsoft",0,0,116,208,162,"Adobe","CA",39,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,"na","M",173.5,933.71757925072
"700",900,"Data Scientist",3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom","10000+",1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Roche, GlaxoSmithKline, Novartis",0,0,107,173,140,"AstraZeneca","MD",108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"sr","P",129.7,1079.41403238242
"701",901,"Data Scientist",3.4,"DatamanUSA, LLC
3.4","Olympia, WA","Centennial, CO","51 - 200",NA,"Company - Private","IT Services","Information Technology","$5 to $10 million (USD)",NA,0,0,65,113,89,"DatamanUSA, LLC","WA",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",110.9,802.524797114518
"702",902,"Data Engineer",3,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN","Knoxville, TN","10000+",1958,"Company - Private","Gas Stations","Retail","$10+ billion (USD)","TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,69,127,98,"Pilot Flying J Travel Centers LLC","TN",63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"sr","M",91.6,1069.86899563319
"703",904,"Data Scientist",3.9,"AstraZeneca
3.9","New York, NY","Cambridge, United Kingdom","10000+",1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Roche, GlaxoSmithKline, Novartis",0,0,102,172,137,"AstraZeneca","NY",108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sr","P",128,1070.3125
